SalesID,DateKey,CustomerID,ProductID,Quantity,UnitPrice,SalesAmount
111,20240805,1002,17,6,400,2400
112,20240204,1175,7,2,295,590
113,20240322,1174,3,6,728,4368
114,20241206,1154,12,2,835,1670
115,20230321,1157,20,9,907,8163
116,20241130,1104,12,9,835,7515
117,20231031,1031,12,4,835,3340
118,20240628,1116,7,6,295,1770
119,20230217,1153,7,9,295,2655
120,20230422,1050,11,2,1118,2236
121,20240101,1123,7,1,295,295
122,20231013,1191,11,3,1118,3354
123,20230603,1179,2,6,1408,8448
124,20230802,1123,13,1,330,330
125,20230211,1105,11,3,1118,3354
126,20230611,1006,7,7,295,2065
127,20240116,1138,9,2,814,1628
128,20230202,1062,14,2,1236,2472
129,20240904,1072,20,9,907,8163
130,20240522,1117,8,9,292,2628
131,20230203,1194,8,7,292,2044
132,20240711,1056,8,1,292,292
133,20240601,1064,16,9,532,4788
134,20240605,1193,2,4,1408,5632
135,20230106,1104,5,9,1274,11466
136,20231015,1193,18,1,1059,1059
137,20241127,1165,8,8,292,2336
138,20240519,1118,19,8,1176,9408
139,20240202,1167,8,1,292,292
140,20230218,1099,10,3,849,2547
141,20241218,1026,6,4,248,992
142,20240206,1107,2,9,1408,12672
143,20230527,1112,19,2,1176,2352
144,20240904,1127,15,8,742,5936
145,20231124,1166,6,1,248,248
146,20231228,1192,3,9,728,6552
147,20231201,1028,13,7,330,2310
148,20240811,1059,6,6,248,1488
149,20230930,1143,17,3,400,1200
150,20230419,1170,4,4,1412,5648
151,20241128,1085,2,4,1408,5632
152,20230607,1077,8,4,292,1168
153,20240820,1157,2,8,1408,11264
154,20240816,1038,18,8,1059,8472
155,20230629,1097,3,6,728,4368
156,20240403,1012,1,3,1890,5670
157,20240201,1112,15,1,742,742
158,20241004,1013,18,9,1059,9531
159,20230629,1029,10,2,849,1698
160,20240907,1037,5,1,1274,1274
161,20240204,1091,6,2,248,496
162,20240121,1084,7,8,295,2360
163,20240808,1008,15,4,742,2968
164,20230326,1164,9,2,814,1628
165,20231225,1174,6,4,248,992
166,20241206,1084,15,6,742,4452
167,20240601,1062,13,5,330,1650
168,20240416,1174,19,9,1176,10584
169,20231024,1021,12,6,835,5010
170,20241219,1110,19,7,1176,8232
171,20240728,1166,20,5,907,4535
172,20240419,1192,10,5,849,4245
173,20230213,1015,11,7,1118,7826
174,20230814,1133,17,2,400,800
175,20240623,1052,6,7,248,1736
176,20241124,1072,15,7,742,5194
177,20230626,1158,12,6,835,5010
178,20230104,1142,17,2,400,800
179,20240227,1187,13,2,330,660
180,20230525,1078,3,2,728,1456
181,20231020,1050,4,5,1412,7060
182,20240726,1123,2,9,1408,12672
183,20231022,1105,17,8,400,3200
184,20240219,1043,15,6,742,4452
185,20230807,1124,12,5,835,4175
186,20231028,1124,11,6,1118,6708
187,20240908,1034,15,3,742,2226
188,20231024,1093,19,1,1176,1176
189,20231226,1180,16,3,532,1596
190,20230131,1053,7,6,295,1770
191,20230908,1045,11,4,1118,4472
192,20231224,1124,16,3,532,1596
193,20241120,1198,8,2,292,584
194,20241024,1072,1,9,1890,17010
195,20230309,1127,1,7,1890,13230
196,20231006,1177,18,8,1059,8472
197,20240215,1143,13,1,330,330
198,20240321,1177,15,6,742,4452
199,20230904,1104,10,1,849,849
200,20230102,1052,17,4,400,1600
201,20240619,1013,17,8,400,3200
202,20240701,1102,9,2,814,1628
203,20240706,1132,18,2,1059,2118
204,20230612,1171,18,9,1059,9531
205,20230607,1093,2,1,1408,1408
206,20231230,1193,6,9,248,2232
207,20241116,1006,15,3,742,2226
208,20240403,1190,8,1,292,292
209,20230322,1187,6,9,248,2232
210,20230627,1173,7,6,295,1770
211,20241004,1133,3,9,728,6552
212,20240507,1139,12,5,835,4175
213,20230628,1001,17,5,400,2000
214,20240719,1084,8,4,292,1168
215,20240430,1096,16,6,532,3192
216,20240207,1085,10,1,849,849
217,20240506,1166,18,2,1059,2118
218,20240322,1087,10,9,849,7641
219,20230622,1164,20,5,907,4535
220,20230729,1037,8,9,292,2628
221,20230312,1010,13,5,330,1650
222,20240531,1059,9,8,814,6512
223,20230731,1098,19,7,1176,8232
224,20240322,1078,9,4,814,3256
225,20230424,1148,1,7,1890,13230
226,20240112,1198,16,9,532,4788
227,20240222,1069,15,7,742,5194
228,20240708,1092,13,8,330,2640
229,20240211,1121,19,8,1176,9408
230,20240720,1127,15,9,742,6678
231,20230124,1122,14,2,1236,2472
232,20230708,1046,10,3,849,2547
233,20240831,1090,10,9,849,7641
234,20230615,1057,4,4,1412,5648
235,20230515,1086,8,4,292,1168
236,20230814,1068,19,2,1176,2352
237,20240111,1171,2,9,1408,12672
238,20231007,1079,1,2,1890,3780
239,20240726,1011,9,5,814,4070
240,20230516,1145,19,6,1176,7056
241,20240225,1038,15,5,742,3710
242,20230928,1014,10,6,849,5094
243,20240113,1022,3,9,728,6552
244,20231213,1085,20,8,907,7256
245,20230526,1100,5,7,1274,8918
246,20230511,1100,9,2,814,1628
247,20240804,1112,15,3,742,2226
248,20240211,1158,18,3,1059,3177
249,20230510,1092,15,4,742,2968
250,20240109,1038,1,3,1890,5670
251,20230925,1163,3,9,728,6552
252,20240730,1130,17,5,400,2000
253,20230507,1118,12,5,835,4175
254,20241123,1125,13,9,330,2970
255,20230522,1141,12,8,835,6680
256,20240821,1185,12,6,835,5010
257,20231003,1012,3,1,728,728
258,20231107,1057,14,7,1236,8652
259,20240608,1032,16,4,532,2128
260,20240529,1142,5,7,1274,8918
261,20240903,1039,20,4,907,3628
262,20241006,1094,12,9,835,7515
263,20240111,1182,14,7,1236,8652
264,20230328,1053,18,5,1059,5295
265,20240929,1108,11,5,1118,5590
266,20241104,1062,19,6,1176,7056
267,20230202,1157,18,9,1059,9531
268,20231227,1152,5,8,1274,10192
269,20240627,1097,9,4,814,3256
270,20231201,1171,11,1,1118,1118
271,20240910,1147,15,5,742,3710
272,20240903,1021,12,3,835,2505
273,20240728,1124,5,3,1274,3822
274,20241220,1147,20,5,907,4535
275,20230620,1106,9,4,814,3256
276,20240723,1107,5,1,1274,1274
277,20240616,1186,7,3,295,885
278,20231227,1119,8,9,292,2628
279,20230813,1066,18,3,1059,3177
280,20240420,1036,1,6,1890,11340
281,20240805,1146,18,1,1059,1059
282,20241010,1006,7,5,295,1475
283,20230208,1062,12,6,835,5010
284,20240209,1020,17,7,400,2800
285,20240110,1033,18,1,1059,1059
286,20230910,1069,8,7,292,2044
287,20240822,1087,20,5,907,4535
288,20240424,1170,12,3,835,2505
289,20230418,1113,6,6,248,1488
290,20240425,1096,13,3,330,990
291,20240405,1011,20,7,907,6349
292,20230601,1137,2,5,1408,7040
293,20240310,1029,9,3,814,2442
294,20241221,1008,3,7,728,5096
295,20230128,1091,3,9,728,6552
296,20241103,1105,10,6,849,5094
297,20240513,1020,18,2,1059,2118
298,20230624,1013,2,6,1408,8448
299,20240623,1163,20,7,907,6349
300,20240327,1173,8,6,292,1752
301,20231119,1184,3,6,728,4368
302,20231124,1075,5,8,1274,10192
303,20240521,1104,1,6,1890,11340
304,20230614,1122,10,5,849,4245
305,20240531,1129,1,7,1890,13230
306,20230616,1017,17,8,400,3200
307,20230220,1175,11,2,1118,2236
308,20241118,1138,20,4,907,3628
309,20230629,1126,20,2,907,1814
310,20240418,1049,12,8,835,6680
311,20230330,1098,16,7,532,3724
312,20240310,1200,4,5,1412,7060
313,20230525,1025,3,4,728,2912
314,20240427,1028,5,1,1274,1274
315,20240710,1080,5,9,1274,11466
316,20241024,1054,7,8,295,2360
317,20240611,1005,1,8,1890,15120
318,20240423,1180,16,1,532,532
319,20240205,1072,13,3,330,990
320,20240214,1162,7,1,295,295
321,20230919,1008,19,6,1176,7056
322,20240507,1170,14,3,1236,3708
323,20240513,1001,5,3,1274,3822
324,20240317,1104,17,3,400,1200
325,20231106,1126,12,9,835,7515
326,20241027,1093,16,6,532,3192
327,20230219,1135,12,3,835,2505
328,20231224,1190,20,1,907,907
329,20230210,1100,4,2,1412,2824
330,20240424,1078,11,1,1118,1118
331,20230815,1113,18,7,1059,7413
332,20230824,1028,12,3,835,2505
333,20240213,1180,12,4,835,3340
334,20230304,1174,9,2,814,1628
335,20240901,1017,1,9,1890,17010
336,20230530,1064,10,9,849,7641
337,20240122,1181,11,4,1118,4472
338,20230806,1051,2,6,1408,8448
339,20230608,1164,4,1,1412,1412
340,20240421,1113,5,1,1274,1274
341,20230330,1097,6,4,248,992
342,20230624,1144,16,3,532,1596
343,20240826,1161,19,8,1176,9408
344,20231118,1151,11,2,1118,2236
345,20241219,1151,11,5,1118,5590
346,20240115,1005,6,1,248,248
347,20231212,1172,13,9,330,2970
348,20231222,1031,8,7,292,2044
349,20241013,1120,8,6,292,1752
350,20230526,1114,6,4,248,992
351,20240613,1198,10,7,849,5943
352,20241223,1098,14,1,1236,1236
353,20230420,1150,3,7,728,5096
354,20230523,1115,1,1,1890,1890
355,20241110,1077,4,6,1412,8472
356,20240507,1087,12,7,835,5845
357,20231011,1191,18,4,1059,4236
358,20230503,1002,6,4,248,992
359,20241201,1157,4,9,1412,12708
360,20230405,1112,16,4,532,2128
361,20230731,1044,3,7,728,5096
362,20240114,1150,12,8,835,6680
363,20230318,1100,18,2,1059,2118
364,20240104,1074,10,9,849,7641
365,20240413,1055,3,9,728,6552
366,20240624,1150,14,2,1236,2472
367,20240421,1163,13,2,330,660
368,20230323,1032,17,2,400,800
369,20230826,1067,14,7,1236,8652
370,20230809,1166,4,8,1412,11296
371,20241023,1096,5,1,1274,1274
372,20240715,1034,10,3,849,2547
373,20240310,1152,7,4,295,1180
374,20231130,1111,6,3,248,744
375,20240214,1110,19,2,1176,2352
376,20240817,1177,13,3,330,990
377,20241130,1125,4,9,1412,12708
378,20231019,1167,20,7,907,6349
379,20230114,1122,17,9,400,3600
380,20230313,1057,6,9,248,2232
381,20240329,1128,11,6,1118,6708
382,20240902,1076,3,5,728,3640
383,20240803,1119,10,2,849,1698
384,20230731,1105,3,4,728,2912
385,20230430,1179,4,7,1412,9884
386,20241103,1072,18,9,1059,9531
387,20241211,1149,2,4,1408,5632
388,20240802,1038,5,1,1274,1274
389,20230704,1045,15,4,742,2968
390,20240629,1022,5,1,1274,1274
391,20240512,1120,1,5,1890,9450
392,20240104,1034,14,1,1236,1236
393,20240621,1104,19,2,1176,2352
394,20240719,1145,18,7,1059,7413
395,20240119,1020,17,8,400,3200
396,20241209,1013,2,2,1408,2816
397,20240830,1173,4,1,1412,1412
398,20240625,1050,9,6,814,4884
399,20230628,1011,10,7,849,5943
400,20240327,1054,19,8,1176,9408
401,20240910,1120,13,1,330,330
402,20231111,1128,13,1,330,330
403,20240617,1031,16,6,532,3192
404,20231223,1143,7,3,295,885
405,20240325,1116,10,3,849,2547
406,20230108,1195,13,6,330,1980
407,20240706,1087,9,7,814,5698
408,20241208,1090,10,6,849,5094
409,20230811,1125,3,3,728,2184
410,20230119,1023,7,3,295,885
411,20230224,1133,13,3,330,990
412,20230703,1033,12,1,835,835
413,20230910,1076,10,1,849,849
414,20240525,1161,11,4,1118,4472
415,20240929,1146,6,9,248,2232
416,20240322,1108,17,3,400,1200
417,20231202,1065,14,5,1236,6180
418,20240226,1066,7,4,295,1180
419,20240718,1198,20,8,907,7256
420,20230714,1165,19,5,1176,5880
421,20241125,1099,6,1,248,248
422,20230627,1135,14,4,1236,4944
423,20231123,1121,13,1,330,330
424,20240411,1010,3,3,728,2184
425,20240620,1160,1,9,1890,17010
426,20230622,1009,15,9,742,6678
427,20240627,1068,10,9,849,7641
428,20230318,1183,8,9,292,2628
429,20230729,1021,6,8,248,1984
430,20230124,1068,17,3,400,1200
431,20230116,1109,15,5,742,3710
432,20230601,1141,18,2,1059,2118
433,20231117,1018,9,9,814,7326
434,20240625,1002,17,3,400,1200
435,20241205,1089,20,3,907,2721
436,20230626,1056,10,7,849,5943
437,20230924,1069,3,6,728,4368
438,20240205,1017,2,9,1408,12672
439,20241021,1102,5,1,1274,1274
440,20231028,1162,1,3,1890,5670
441,20240405,1128,12,1,835,835
442,20240829,1100,1,7,1890,13230
443,20240415,1163,15,6,742,4452
444,20240520,1198,15,7,742,5194
445,20240612,1044,20,5,907,4535
446,20230822,1171,12,3,835,2505
447,20231118,1083,12,9,835,7515
448,20240920,1126,7,6,295,1770
449,20230307,1127,2,1,1408,1408
450,20231214,1042,5,8,1274,10192
451,20241213,1185,19,1,1176,1176
452,20240427,1016,17,5,400,2000
453,20230412,1096,12,3,835,2505
454,20241008,1136,16,3,532,1596
455,20231113,1176,20,4,907,3628
456,20230607,1157,18,1,1059,1059
457,20231230,1103,17,5,400,2000
458,20230911,1094,2,2,1408,2816
459,20240602,1112,13,3,330,990
460,20240501,1070,15,8,742,5936
461,20240611,1111,18,1,1059,1059
462,20230203,1037,15,1,742,742
463,20230204,1176,11,7,1118,7826
464,20240808,1190,9,7,814,5698
465,20241116,1042,10,6,849,5094
466,20241129,1001,6,8,248,1984
467,20230729,1098,3,2,728,1456
468,20240623,1165,20,1,907,907
469,20230201,1177,19,7,1176,8232
470,20230518,1042,14,3,1236,3708
471,20230910,1068,8,1,292,292
472,20230518,1010,13,3,330,990
473,20231129,1079,12,7,835,5845
474,20240204,1135,4,5,1412,7060
475,20231004,1031,6,7,248,1736
476,20230217,1116,10,2,849,1698
477,20231017,1141,7,3,295,885
478,20240802,1138,19,9,1176,10584
479,20230818,1075,6,9,248,2232
480,20240904,1176,20,1,907,907
481,20230301,1098,17,8,400,3200
482,20230703,1142,2,2,1408,2816
483,20231007,1175,15,7,742,5194
484,20230820,1119,11,1,1118,1118
485,20231121,1195,18,7,1059,7413
486,20230722,1145,12,1,835,835
487,20240728,1177,9,4,814,3256
488,20240311,1165,3,1,728,728
489,20231205,1075,13,7,330,2310
490,20230609,1134,2,8,1408,11264
491,20230828,1073,9,3,814,2442
492,20230911,1088,12,1,835,835
493,20231204,1164,16,4,532,2128
494,20240814,1195,11,2,1118,2236
495,20230618,1064,15,4,742,2968
496,20240330,1017,2,6,1408,8448
497,20230509,1137,5,6,1274,7644
498,20240713,1155,6,4,248,992
499,20230603,1147,19,5,1176,5880
500,20240723,1110,4,1,1412,1412
501,20240404,1060,20,1,907,907
502,20230422,1117,17,9,400,3600
503,20241026,1197,18,1,1059,1059
504,20231220,1030,1,1,1890,1890
505,20240222,1195,15,8,742,5936
506,20240721,1063,18,3,1059,3177
507,20231030,1074,8,9,292,2628
508,20241021,1160,10,4,849,3396
509,20230509,1071,15,1,742,742
510,20240822,1147,13,7,330,2310
511,20240227,1028,11,4,1118,4472
512,20231210,1178,3,4,728,2912
513,20230515,1198,7,6,295,1770
514,20230303,1082,8,8,292,2336
515,20230902,1096,10,7,849,5943
516,20231124,1096,16,8,532,4256
517,20240717,1068,3,1,728,728
518,20240810,1004,17,4,400,1600
519,20230824,1053,3,4,728,2912
520,20230403,1178,6,9,248,2232
521,20240128,1104,4,2,1412,2824
522,20240818,1131,12,3,835,2505
523,20231014,1116,3,3,728,2184
524,20230815,1057,4,4,1412,5648
525,20241101,1073,4,3,1412,4236
526,20240411,1049,16,5,532,2660
527,20230730,1011,20,1,907,907
528,20230423,1151,8,1,292,292
529,20230608,1085,2,3,1408,4224
530,20240219,1121,5,5,1274,6370
531,20230505,1085,15,7,742,5194
532,20231005,1009,6,1,248,248
533,20231208,1137,19,4,1176,4704
534,20230125,1080,18,9,1059,9531
535,20230315,1051,10,5,849,4245
536,20240626,1015,11,4,1118,4472
537,20230518,1198,3,5,728,3640
538,20240426,1006,6,1,248,248
539,20241206,1171,11,4,1118,4472
540,20230406,1007,7,7,295,2065
541,20241205,1114,18,5,1059,5295
542,20231015,1126,4,7,1412,9884
543,20230815,1026,13,7,330,2310
544,20231104,1147,12,7,835,5845
545,20231125,1036,10,4,849,3396
546,20230719,1036,11,8,1118,8944
547,20231116,1048,11,8,1118,8944
548,20240323,1106,19,3,1176,3528
549,20230227,1005,13,8,330,2640
550,20240430,1018,7,7,295,2065
551,20240827,1141,18,7,1059,7413
552,20231030,1176,13,5,330,1650
553,20240224,1106,11,2,1118,2236
554,20240410,1019,10,6,849,5094
555,20240328,1039,10,5,849,4245
556,20241022,1141,15,4,742,2968
557,20230429,1037,4,5,1412,7060
558,20230506,1102,2,7,1408,9856
559,20230831,1089,9,3,814,2442
560,20240624,1189,12,2,835,1670
561,20231224,1087,16,4,532,2128
562,20230916,1015,7,6,295,1770
563,20240118,1129,4,5,1412,7060
564,20240616,1111,14,1,1236,1236
565,20240701,1037,3,8,728,5824
566,20230804,1013,2,6,1408,8448
567,20240711,1041,1,7,1890,13230
568,20240106,1065,13,6,330,1980
569,20240115,1178,14,8,1236,9888
570,20240215,1180,3,8,728,5824
571,20230501,1185,5,2,1274,2548
572,20240325,1137,16,9,532,4788
573,20230315,1163,8,7,292,2044
574,20230201,1110,20,2,907,1814
575,20230521,1021,9,6,814,4884
576,20231012,1096,4,4,1412,5648
577,20241210,1152,16,5,532,2660
578,20240521,1109,9,5,814,4070
579,20230126,1101,20,1,907,907
580,20230618,1099,4,3,1412,4236
581,20240511,1145,3,6,728,4368
582,20240129,1018,8,8,292,2336
583,20240705,1127,12,2,835,1670
584,20230206,1084,18,6,1059,6354
585,20241107,1144,16,1,532,532
586,20231120,1009,4,3,1412,4236
587,20230609,1173,6,5,248,1240
588,20230110,1077,6,7,248,1736
589,20241019,1175,2,7,1408,9856
590,20240204,1053,19,3,1176,3528
591,20240208,1025,10,1,849,849
592,20241124,1063,6,6,248,1488
593,20230414,1141,14,2,1236,2472
594,20241007,1157,9,3,814,2442
595,20240313,1134,2,1,1408,1408
596,20231123,1018,15,5,742,3710
597,20241020,1196,6,7,248,1736
598,20240211,1089,19,8,1176,9408
599,20230726,1041,2,8,1408,11264
600,20241122,1107,15,8,742,5936
601,20230406,1176,19,2,1176,2352
602,20230903,1093,9,2,814,1628
603,20230824,1116,10,8,849,6792
604,20230706,1140,9,2,814,1628
605,20240220,1005,8,9,292,2628
606,20231227,1110,1,2,1890,3780
607,20240818,1059,18,2,1059,2118
608,20230522,1059,18,4,1059,4236
609,20231004,1014,16,2,532,1064
610,20230322,1120,8,4,292,1168
611,20230226,1153,10,2,849,1698
612,20230220,1150,19,1,1176,1176
613,20240222,1173,7,7,295,2065
614,20230529,1146,11,3,1118,3354
615,20240808,1139,19,7,1176,8232
616,20240819,1115,7,6,295,1770
617,20240201,1109,7,3,295,885
618,20240828,1198,1,6,1890,11340
619,20241024,1179,20,1,907,907
620,20231217,1063,17,8,400,3200
621,20240929,1104,5,1,1274,1274
622,20241101,1119,14,2,1236,2472
623,20240628,1124,16,4,532,2128
624,20230814,1026,5,2,1274,2548
625,20230914,1130,16,1,532,532
626,20230706,1183,9,2,814,1628
627,20230404,1164,19,9,1176,10584
628,20230831,1133,17,4,400,1600
629,20230222,1072,16,1,532,532
630,20230319,1020,9,6,814,4884
631,20240712,1064,1,6,1890,11340
632,20240819,1018,12,9,835,7515
633,20231013,1140,17,3,400,1200
634,20230204,1165,11,6,1118,6708
635,20240925,1126,13,4,330,1320
636,20241101,1167,8,3,292,876
637,20240429,1117,17,8,400,3200
638,20230729,1018,2,2,1408,2816
639,20240805,1176,9,8,814,6512
640,20240403,1036,12,8,835,6680
641,20231111,1025,20,8,907,7256
642,20230923,1157,7,3,295,885
643,20241005,1012,14,1,1236,1236
644,20240409,1163,10,5,849,4245
645,20240823,1096,14,6,1236,7416
646,20241020,1020,18,1,1059,1059
647,20230118,1050,17,2,400,800
648,20241225,1059,11,1,1118,1118
649,20230717,1160,19,2,1176,2352
650,20241119,1002,18,2,1059,2118
651,20240514,1194,10,4,849,3396
652,20230703,1159,5,1,1274,1274
653,20230629,1016,4,4,1412,5648
654,20231117,1128,15,6,742,4452
655,20231216,1170,18,6,1059,6354
656,20230619,1162,4,6,1412,8472
657,20230224,1025,5,6,1274,7644
658,20240313,1024,19,8,1176,9408
659,20231027,1157,13,3,330,990
660,20231016,1093,11,2,1118,2236
661,20241014,1161,10,4,849,3396
662,20230322,1037,10,9,849,7641
663,20230106,1046,17,7,400,2800
664,20240909,1066,18,1,1059,1059
665,20240331,1193,17,8,400,3200
666,20230901,1020,10,9,849,7641
667,20240803,1200,16,6,532,3192
668,20230520,1200,9,5,814,4070
669,20230905,1091,1,4,1890,7560
670,20240423,1049,10,2,849,1698
671,20231023,1064,16,4,532,2128
672,20240925,1110,3,9,728,6552
673,20240928,1013,13,2,330,660
674,20230908,1050,15,5,742,3710
675,20240507,1005,17,1,400,400
676,20230221,1082,17,1,400,400
677,20230901,1113,20,6,907,5442
678,20240510,1049,11,6,1118,6708
679,20240504,1038,9,1,814,814
680,20240420,1027,10,8,849,6792
681,20240427,1140,5,3,1274,3822
682,20240518,1193,3,1,728,728
683,20240302,1138,1,8,1890,15120
684,20230825,1147,4,4,1412,5648
685,20230120,1149,6,9,248,2232
686,20240620,1157,19,9,1176,10584
687,20230918,1071,6,1,248,248
688,20231018,1195,5,9,1274,11466
689,20240927,1156,16,5,532,2660
690,20240920,1071,10,9,849,7641
691,20230728,1068,12,1,835,835
692,20230917,1073,5,5,1274,6370
693,20231228,1156,14,4,1236,4944
694,20240208,1151,14,6,1236,7416
695,20230826,1161,2,4,1408,5632
696,20230720,1163,17,2,400,800
697,20240207,1107,2,3,1408,4224
698,20230910,1097,1,6,1890,11340
699,20231211,1126,6,8,248,1984
700,20240610,1052,19,2,1176,2352
701,20230215,1007,19,9,1176,10584
702,20240120,1016,12,8,835,6680
703,20230313,1088,20,7,907,6349
704,20230603,1128,4,8,1412,11296
705,20240625,1196,10,9,849,7641
706,20230912,1003,7,1,295,295
707,20230414,1044,19,8,1176,9408
708,20240908,1127,10,5,849,4245
709,20240204,1056,3,9,728,6552
710,20241215,1175,12,2,835,1670
711,20240108,1191,8,2,292,584
712,20230719,1029,3,6,728,4368
713,20240624,1038,9,3,814,2442
714,20240525,1196,11,7,1118,7826
715,20240719,1041,4,5,1412,7060
716,20230412,1181,9,2,814,1628
717,20231229,1136,4,4,1412,5648
718,20230411,1012,6,6,248,1488
719,20240126,1100,2,3,1408,4224
720,20231211,1176,4,5,1412,7060
721,20240517,1050,19,2,1176,2352
722,20230619,1108,3,4,728,2912
723,20240922,1182,9,5,814,4070
724,20230207,1165,2,8,1408,11264
725,20240221,1018,11,8,1118,8944
726,20230505,1142,2,1,1408,1408
727,20241123,1146,8,6,292,1752
728,20241228,1141,20,9,907,8163
729,20230817,1175,14,1,1236,1236
730,20240620,1055,13,2,330,660
731,20230518,1113,14,8,1236,9888
732,20230202,1170,1,1,1890,1890
733,20240828,1010,20,8,907,7256
734,20230730,1180,17,7,400,2800
735,20230303,1057,12,9,835,7515
736,20230722,1107,19,3,1176,3528
737,20241130,1169,7,7,295,2065
738,20240823,1023,18,4,1059,4236
739,20230903,1045,8,1,292,292
740,20230709,1064,5,6,1274,7644
741,20240215,1118,1,4,1890,7560
742,20240712,1024,17,3,400,1200
743,20240223,1081,7,2,295,590
744,20240113,1046,9,7,814,5698
745,20230210,1116,14,8,1236,9888
746,20241114,1185,11,5,1118,5590
747,20241031,1151,8,8,292,2336
748,20240224,1158,2,7,1408,9856
749,20240805,1028,6,8,248,1984
750,20240705,1099,6,7,248,1736
751,20240804,1031,8,9,292,2628
752,20241209,1080,9,6,814,4884
753,20240922,1069,18,6,1059,6354
754,20231017,1095,9,3,814,2442
755,20230201,1140,10,5,849,4245
756,20230719,1077,20,5,907,4535
757,20240101,1082,18,8,1059,8472
758,20230922,1164,12,8,835,6680
759,20230821,1065,16,7,532,3724
760,20240916,1103,15,1,742,742
761,20240501,1184,15,8,742,5936
762,20240224,1174,5,5,1274,6370
763,20230112,1175,6,6,248,1488
